Date	Arkengarthdale	East Cowton	Malham Tarn	Snaizeholme	Crakehill	Skip Bridge	Westwick	Skelton	Skelton tommorow	Predictor_1	Skelton Tomorrow	Skelton - 1	Average Rainfall	Average River flow	Average Rainfall -1 day	Skelton + average Rain	Arkengarthdale_lag1	East Cowton_lag1	Malham Tarn_lag1	Snaizeholme_lag1	Predictor_1_lag1	Skelton_lag1	Arkengarthdale_lag2	East Cowton_lag2	Malham Tarn_lag2	Snaizeholme_lag2	Predictor_1_lag2	Skelton_lag2	Arkengarthdale_lag3	East Cowton_lag3	Malham Tarn_lag3	Snaizeholme_lag3	Predictor_1_lag3	Skelton_lag3	Arkengarthdale_lag4	East Cowton_lag4	Malham Tarn_lag4	Snaizeholme_lag4	Predictor_1_lag4	Skelton_lag4	Arkengarthdale_lag5	East Cowton_lag5	Malham Tarn_lag5	Snaizeholme_lag5	Predictor_1_lag5	Skelton_lag5	Arkengarthdale_lag6	East Cowton_lag6	Malham Tarn_lag6	Snaizeholme_lag6	Predictor_1_lag6	Skelton_lag6
1993-03-06	0.8	0.0	0.8	1.0	14.1	3.775	11.032	41.84	36.05	28.907	36.05	23.07	0.65	17.687	1.4	42.49	1.2	0.0	1.0	3.4	23.32	23.07	2.1	0.052	0.8	6.0	22.077	24.17	3.1	0.2	1.0	5.8	21.406	26.09	4.1	0.4	3.4	6.2	20.798	23.62	4.71	0.6	4.4	5.8	20.27	20.76	4.21	0.748	7.0	4.0	19.97	20.26
1993-03-07	0.4	0.0	0.6	0.4	14.875	3.653	12.422	36.05	28.01	30.95	28.01	41.84	0.35	16.75	0.65	36.4	0.8	0.0	0.8	1.0	28.907	41.84	1.2	0.0	1.0	3.4	23.32	23.07	2.1	0.052	0.8	6.0	22.077	24.17	3.1	0.2	1.0	5.8	21.406	26.09	4.1	0.4	3.4	6.2	20.798	23.62	4.71	0.6	4.4	5.8	20.27	20.76
1993-03-08	0.0	0.0	0.6	0.2	15.1	3.513	13.124	28.01	24.2	31.737	24.2	36.05	0.2	14.937	0.35	28.21	0.4	0.0	0.6	0.4	30.95	36.05	0.8	0.0	0.8	1.0	28.907	41.84	1.2	0.0	1.0	3.4	23.32	23.07	2.1	0.052	0.8	6.0	22.077	24.17	3.1	0.2	1.0	5.8	21.406	26.09	4.1	0.4	3.4	6.2	20.798	23.62
1993-03-09	0.0	0.0	0.0	0.0	14.925	3.315	12.926	24.2	22.0	31.166	22.0	28.01	0.0	13.842	0.2	24.2	0.0	0.0	0.6	0.2	31.737	28.01	0.4	0.0	0.6	0.4	30.95	36.05	0.8	0.0	0.8	1.0	28.907	41.84	1.2	0.0	1.0	3.4	23.32	23.07	2.1	0.052	0.8	6.0	22.077	24.17	3.1	0.2	1.0	5.8	21.406	26.09
1993-03-10	0.0	0.0	0.8	1.0	11.87	3.011	10.254	22.0	20.62	25.135	20.62	24.2	0.45	11.784	0.0	22.45	0.0	0.0	0.0	0.0	31.166	24.2	0.0	0.0	0.6	0.2	31.737	28.01	0.4	0.0	0.6	0.4	30.95	36.05	0.8	0.0	0.8	1.0	28.907	41.84	1.2	0.0	1.0	3.4	23.32	23.07	2.1	0.052	0.8	6.0	22.077	24.17
1993-03-11	0.0	0.2	2.2	1.4	10.218	2.904	8.921	20.62	20.02	22.043	20.02	22.0	0.95	10.666	0.45	21.57	0.0	0.0	0.8	1.0	25.135	22.0	0.0	0.0	0.0	0.0	31.166	24.2	0.0	0.0	0.6	0.2	31.737	28.01	0.4	0.0	0.6	0.4	30.95	36.05	0.8	0.0	0.8	1.0	28.907	41.84	1.2	0.0	1.0	3.4	23.32	23.07
1993-03-12	0.4	0.2	4.2	5.2	9.525	2.843	8.272	20.02	20.56	20.64	20.56	20.62	2.5	10.165	0.95	22.52	0.0	0.2	2.2	1.4	22.043	20.62	0.0	0.0	0.8	1.0	25.135	22.0	0.0	0.0	0.0	0.0	31.166	24.2	0.0	0.0	0.6	0.2	31.737	28.01	0.4	0.0	0.6	0.4	30.95	36.05	0.8	0.0	0.8	1.0	28.907	41.84
1993-03-13	0.6	0.2	10.0	6.8	9.138	2.803	7.911	20.56	17.97	19.851	17.97	20.02	4.4	10.103	2.5	24.96	0.4	0.2	4.2	5.2	20.64	20.02	0.0	0.2	2.2	1.4	22.043	20.62	0.0	0.0	0.8	1.0	25.135	22.0	0.0	0.0	0.0	0.0	31.166	24.2	0.0	0.0	0.6	0.2	31.737	28.01	0.4	0.0	0.6	0.4	30.95	36.05
1993-03-14	0.6	0.2	14.655	5.8	8.995	2.766	7.863	17.97	18.06	19.624	18.06	20.56	5.314	9.398	4.4	23.284	0.6	0.2	10.0	6.8	19.851	20.56	0.4	0.2	4.2	5.2	20.64	20.02	0.0	0.2	2.2	1.4	22.043	20.62	0.0	0.0	0.8	1.0	25.135	22.0	0.0	0.0	0.0	0.0	31.166	24.2	0.0	0.0	0.6	0.2	31.737	28.01
1993-03-15	3.4	0.0	17.787	10.2	9.013	2.685	7.701	18.06	17.16	19.399	17.16	17.97	7.847	9.365	5.314	25.907	0.6	0.2	14.655	5.8	19.624	17.97	0.6	0.2	10.0	6.8	19.851	20.56	0.4	0.2	4.2	5.2	20.64	20.02	0.0	0.2	2.2	1.4	22.043	20.62	0.0	0.0	0.8	1.0	25.135	22.0	0.0	0.0	0.0	0.0	31.166	24.2
1993-03-16	3.2	0.0	18.987	8.4	9.034	2.607	7.563	17.16	20.06	19.205	20.06	18.06	7.647	9.091	7.847	24.807	3.4	0.0	17.787	10.2	19.399	18.06	0.6	0.2	14.655	5.8	19.624	17.97	0.6	0.2	10.0	6.8	19.851	20.56	0.4	0.2	4.2	5.2	20.64	20.02	0.0	0.2	2.2	1.4	22.043	20.62	0.0	0.0	0.8	1.0	25.135	22.0
1993-03-17	3.0	0.0	13.387	8.0	9.092	2.56	8.092	20.06	22.36	19.744	22.36	17.16	6.097	9.951	7.647	26.157	3.2	0.0	18.987	8.4	19.205	17.16	3.4	0.0	17.787	10.2	19.399	18.06	0.6	0.2	14.655	5.8	19.624	17.97	0.6	0.2	10.0	6.8	19.851	20.56	0.4	0.2	4.2	5.2	20.64	20.02	0.0	0.2	2.2	1.4	22.043	20.62
1993-03-18	4.4	0.0	9.532	10.2	9.162	2.53	9.225	22.36	25.27	20.916	25.27	20.06	6.033	10.819	6.097	28.393	3.0	0.0	13.387	8.0	19.744	20.06	3.2	0.0	18.987	8.4	19.205	17.16	3.4	0.0	17.787	10.2	19.399	18.06	0.6	0.2	14.655	5.8	19.624	17.97	0.6	0.2	10.0	6.8	19.851	20.56	0.4	0.2	4.2	5.2	20.64	20.02
1993-03-19	1.6	0.0	7.6	5.4	9.571	2.492	10.33	25.27	20.08	22.393	20.08	22.36	3.65	11.916	6.033	28.92	4.4	0.0	9.532	10.2	20.916	22.36	3.0	0.0	13.387	8.0	19.744	20.06	3.2	0.0	18.987	8.4	19.205	17.16	3.4	0.0	17.787	10.2	19.399	18.06	0.6	0.2	14.655	5.8	19.624	17.97	0.6	0.2	10.0	6.8	19.851	20.56
1993-03-20	1.4	0.0	4.4	4.6	9.35	2.479	10.673	20.08	18.08	22.502	18.08	25.27	2.6	10.646	3.65	22.68	1.6	0.0	7.6	5.4	22.393	25.27	4.4	0.0	9.532	10.2	20.916	22.36	3.0	0.0	13.387	8.0	19.744	20.06	3.2	0.0	18.987	8.4	19.205	17.16	3.4	0.0	17.787	10.2	19.399	18.06	0.6	0.2	14.655	5.8	19.624	17.97
1993-03-21	3.0	0.0	4.2	4.698	8.992	2.459	10.339	18.08	21.39	21.79	21.39	20.08	2.974	9.968	2.6	21.054	1.4	0.0	4.4	4.6	22.502	20.08	1.6	0.0	7.6	5.4	22.393	25.27	4.4	0.0	9.532	10.2	20.916	22.36	3.0	0.0	13.387	8.0	19.744	20.06	3.2	0.0	18.987	8.4	19.205	17.16	3.4	0.0	17.787	10.2	19.399	18.06
1993-03-22	2.0	0.0	3.0	3.898	9.098	2.446	9.839	21.39	18.6	21.382	18.6	18.08	2.224	10.693	2.974	23.614	3.0	0.0	4.2	4.698	21.79	18.08	1.4	0.0	4.4	4.6	22.502	20.08	1.6	0.0	7.6	5.4	22.393	25.27	4.4	0.0	9.532	10.2	20.916	22.36	3.0	0.0	13.387	8.0	19.744	20.06	3.2	0.0	18.987	8.4	19.205	17.16
1993-03-23	4.8	0.2	3.0	7.298	8.39	2.445	9.041	18.6	17.51	19.876	17.51	21.39	3.824	9.619	2.224	22.425	2.0	0.0	3.0	3.898	21.382	21.39	3.0	0.0	4.2	4.698	21.79	18.08	1.4	0.0	4.4	4.6	22.502	20.08	1.6	0.0	7.6	5.4	22.393	25.27	4.4	0.0	9.532	10.2	20.916	22.36	3.0	0.0	13.387	8.0	19.744	20.06
1993-03-24	4.8	0.2	3.4	7.298	8.352	2.416	9.078	17.51	17.68	19.847	17.68	18.6	3.924	9.339	3.824	21.434	4.8	0.2	3.0	7.298	19.876	18.6	2.0	0.0	3.0	3.898	21.382	21.39	3.0	0.0	4.2	4.698	21.79	18.08	1.4	0.0	4.4	4.6	22.502	20.08	1.6	0.0	7.6	5.4	22.393	25.27	4.4	0.0	9.532	10.2	20.916	22.36
1993-03-25	3.2	0.2	3.4	6.0	8.382	2.362	9.041	17.68	16.52	19.786	16.52	17.51	3.2	9.366	3.924	20.88	4.8	0.2	3.4	7.298	19.847	17.51	4.8	0.2	3.0	7.298	19.876	18.6	2.0	0.0	3.0	3.898	21.382	21.39	3.0	0.0	4.2	4.698	21.79	18.08	1.4	0.0	4.4	4.6	22.502	20.08	1.6	0.0	7.6	5.4	22.393	25.27
1993-03-26	2.8	0.2	3.2	4.6	7.762	2.303	8.268	16.52	15.18	18.333	15.18	17.68	2.7	8.713	3.2	19.22	3.2	0.2	3.4	6.0	19.786	17.68	4.8	0.2	3.4	7.298	19.847	17.51	4.8	0.2	3.0	7.298	19.876	18.6	2.0	0.0	3.0	3.898	21.382	21.39	3.0	0.0	4.2	4.698	21.79	18.08	1.4	0.0	4.4	4.6	22.502	20.08
1993-03-27	0.0	0.0	0.6	1.2	7.482	2.266	7.882	15.18	14.32	17.631	14.32	16.52	0.45	8.202	2.7	15.63	2.8	0.2	3.2	4.6	18.333	16.52	3.2	0.2	3.4	6.0	19.786	17.68	4.8	0.2	3.4	7.298	19.847	17.51	4.8	0.2	3.0	7.298	19.876	18.6	2.0	0.0	3.0	3.898	21.382	21.39	3.0	0.0	4.2	4.698	21.79	18.08
1993-03-28	0.0	0.0	0.4	1.2	7.09	2.246	7.326	14.32	13.93	16.663	13.93	15.18	0.4	7.746	0.45	14.72	0.0	0.0	0.6	1.2	17.631	15.18	2.8	0.2	3.2	4.6	18.333	16.52	3.2	0.2	3.4	6.0	19.786	17.68	4.8	0.2	3.4	7.298	19.847	17.51	4.8	0.2	3.0	7.298	19.876	18.6	2.0	0.0	3.0	3.898	21.382	21.39
1993-03-29	0.6	0.0	2.4	5.4	6.715	2.239	6.821	13.93	13.99	15.775	13.99	14.32	2.1	7.426	0.4	16.03	0.0	0.0	0.4	1.2	16.663	14.32	0.0	0.0	0.6	1.2	17.631	15.18	2.8	0.2	3.2	4.6	18.333	16.52	3.2	0.2	3.4	6.0	19.786	17.68	4.8	0.2	3.4	7.298	19.847	17.51	4.8	0.2	3.0	7.298	19.876	18.6
1993-03-30	3.6	2.5	2.6	9.503	6.528	2.266	6.514	13.99	15.32	15.308	15.32	13.93	4.551	7.324	2.1	18.541	0.6	0.0	2.4	5.4	15.775	13.93	0.0	0.0	0.4	1.2	16.663	14.32	0.0	0.0	0.6	1.2	17.631	15.18	2.8	0.2	3.2	4.6	18.333	16.52	3.2	0.2	3.4	6.0	19.786	17.68	4.8	0.2	3.4	7.298	19.847	17.51
1993-03-31	5.0	4.3	6.0	13.303	6.667	2.32	6.798	15.32	17.46	15.786	17.46	13.99	7.151	7.776	4.551	22.471	3.6	2.5	2.6	9.503	15.308	13.99	0.6	0.0	2.4	5.4	15.775	13.93	0.0	0.0	0.4	1.2	16.663	14.32	0.0	0.0	0.6	1.2	17.631	15.18	2.8	0.2	3.2	4.6	18.333	16.52	3.2	0.2	3.4	6.0	19.786	17.68
1993-04-01	5.2	6.9	6.4	13.103	6.938	2.444	7.182	17.46	16.61	16.564	16.61	15.32	7.901	8.506	7.151	25.361	5.0	4.3	6.0	13.303	15.786	15.32	3.6	2.5	2.6	9.503	15.308	13.99	0.6	0.0	2.4	5.4	15.775	13.93	0.0	0.0	0.4	1.2	16.663	14.32	0.0	0.0	0.6	1.2	17.631	15.18	2.8	0.2	3.2	4.6	18.333	16.52
1993-04-02	4.6	7.3	7.8	14.603	7.168	2.531	7.412	16.61	15.23	17.11	15.23	17.46	8.576	8.43	7.901	25.186	5.2	6.9	6.4	13.103	16.564	17.46	5.0	4.3	6.0	13.303	15.786	15.32	3.6	2.5	2.6	9.503	15.308	13.99	0.6	0.0	2.4	5.4	15.775	13.93	0.0	0.0	0.4	1.2	16.663	14.32	0.0	0.0	0.6	1.2	17.631	15.18
1993-04-03	1.6	5.2	9.6	11.9	7.325	2.578	7.534	15.23	20.33	17.437	20.33	16.61	7.075	8.167	8.576	22.305	4.6	7.3	7.8	14.603	17.11	16.61	5.2	6.9	6.4	13.103	16.564	17.46	5.0	4.3	6.0	13.303	15.786	15.32	3.6	2.5	2.6	9.503	15.308	13.99	0.6	0.0	2.4	5.4	15.775	13.93	0.0	0.0	0.4	1.2	16.663	14.32
1993-04-04	0.2	3.8	7.2	9.552	7.76	2.988	7.885	20.33	44.18	18.633	44.18	15.23	5.188	9.741	7.075	25.518	1.6	5.2	9.6	11.9	17.437	15.23	4.6	7.3	7.8	14.603	17.11	16.61	5.2	6.9	6.4	13.103	16.564	17.46	5.0	4.3	6.0	13.303	15.786	15.32	3.6	2.5	2.6	9.503	15.308	13.99	0.6	0.0	2.4	5.4	15.775	13.93
1993-04-05	0.156	1.4	9.8	10.1	10.338	4.041	17.336	44.18	42.575	31.714	42.575	20.33	5.364	18.974	5.188	49.544	0.2	3.8	7.2	9.552	18.633	20.33	1.6	5.2	9.6	11.9	17.437	15.23	4.6	7.3	7.8	14.603	17.11	16.61	5.2	6.9	6.4	13.103	16.564	17.46	5.0	4.3	6.0	13.303	15.786	15.32	3.6	2.5	2.6	9.503	15.308	13.99
1993-04-06	0.6	1.0	11.8	6.0	13.875	5.214	25.191	42.575	39.595	44.28	39.595	44.18	4.85	21.714	5.364	47.425	0.156	1.4	9.8	10.1	31.714	44.18	0.2	3.8	7.2	9.552	18.633	20.33	1.6	5.2	9.6	11.9	17.437	15.23	4.6	7.3	7.8	14.603	17.11	16.61	5.2	6.9	6.4	13.103	16.564	17.46	5.0	4.3	6.0	13.303	15.786	15.32
1993-04-07	1.2	0.6	9.6	5.4	17.822	5.622	30.142	39.595	37.99	53.586	37.99	42.575	4.2	23.295	4.85	43.795	0.6	1.0	11.8	6.0	44.28	42.575	0.156	1.4	9.8	10.1	31.714	44.18	0.2	3.8	7.2	9.552	18.633	20.33	1.6	5.2	9.6	11.9	17.437	15.23	4.6	7.3	7.8	14.603	17.11	16.61	5.2	6.9	6.4	13.103	16.564	17.46
1993-04-08	1.716	2.0	8.621	3.948	19.085	5.484	31.94	37.99	92.73	56.509	92.73	39.595	4.071	23.625	4.2	42.061	1.2	0.6	9.6	5.4	53.586	39.595	0.6	1.0	11.8	6.0	44.28	42.575	0.156	1.4	9.8	10.1	31.714	44.18	0.2	3.8	7.2	9.552	18.633	20.33	1.6	5.2	9.6	11.9	17.437	15.23	4.6	7.3	7.8	14.603	17.11	16.61
1993-04-09	1.904	2.8	5.508	2.6	25.935	4.797	28.346	92.73	87.787	59.077	87.787	37.99	3.203	37.952	4.071	95.933	1.716	2.0	8.621	3.948	56.509	37.99	1.2	0.6	9.6	5.4	53.586	39.595	0.6	1.0	11.8	6.0	44.28	42.575	0.156	1.4	9.8	10.1	31.714	44.18	0.2	3.8	7.2	9.552	18.633	20.33	1.6	5.2	9.6	11.9	17.437	15.23
1993-04-10	1.659	3.0	0.308	1.0	29.689	4.463	30.268	87.787	77.64	64.421	77.64	92.73	1.492	38.052	3.203	89.279	1.904	2.8	5.508	2.6	59.077	92.73	1.716	2.0	8.621	3.948	56.509	37.99	1.2	0.6	9.6	5.4	53.586	39.595	0.6	1.0	11.8	6.0	44.28	42.575	0.156	1.4	9.8	10.1	31.714	44.18	0.2	3.8	7.2	9.552	18.633	20.33
1993-04-11	1.168	5.0	1.108	1.2	30.339	5.522	30.024	77.64	62.7	65.885	62.7	87.787	2.119	35.881	1.492	79.759	1.659	3.0	0.308	1.0	64.421	87.787	1.904	2.8	5.508	2.6	59.077	92.73	1.716	2.0	8.621	3.948	56.509	37.99	1.2	0.6	9.6	5.4	53.586	39.595	0.6	1.0	11.8	6.0	44.28	42.575	0.156	1.4	9.8	10.1	31.714	44.18
1993-04-12	0.684	4.8	4.887	3.0	32.464	8.033	32.219	62.7	72.0	72.717	72.0	77.64	3.343	33.854	2.119	66.043	1.168	5.0	1.108	1.2	65.885	77.64	1.659	3.0	0.308	1.0	64.421	87.787	1.904	2.8	5.508	2.6	59.077	92.73	1.716	2.0	8.621	3.948	56.509	37.99	1.2	0.6	9.6	5.4	53.586	39.595	0.6	1.0	11.8	6.0	44.28	42.575
1993-04-13	0.341	3.8	4.8	8.2	29.414	9.979	30.297	72.0	52.73	69.69	52.73	62.7	4.285	35.422	3.343	76.285	0.684	4.8	4.887	3.0	72.717	62.7	1.168	5.0	1.108	1.2	65.885	77.64	1.659	3.0	0.308	1.0	64.421	87.787	1.904	2.8	5.508	2.6	59.077	92.73	1.716	2.0	8.621	3.948	56.509	37.99	1.2	0.6	9.6	5.4	53.586	39.595
1993-04-14	0.141	3.6	4.6	12.4	25.2	10.339	23.07	52.73	38.61	58.609	38.61	72.0	5.185	27.835	4.285	57.915	0.341	3.8	4.8	8.2	69.69	72.0	0.684	4.8	4.887	3.0	72.717	62.7	1.168	5.0	1.108	1.2	65.885	77.64	1.659	3.0	0.308	1.0	64.421	87.787	1.904	2.8	5.508	2.6	59.077	92.73	1.716	2.0	8.621	3.948	56.509	37.99
1993-04-15	0.032	1.6	4.0	14.4	22.575	9.681	20.159	38.61	32.41	52.416	32.41	52.73	5.008	22.756	5.185	43.618	0.141	3.6	4.6	12.4	58.609	52.73	0.341	3.8	4.8	8.2	69.69	72.0	0.684	4.8	4.887	3.0	72.717	62.7	1.168	5.0	1.108	1.2	65.885	77.64	1.659	3.0	0.308	1.0	64.421	87.787	1.904	2.8	5.508	2.6	59.077	92.73
1993-04-16	0.0	1.0	1.104	18.1	20.275	7.56	16.778	32.41	29.05	44.613	29.05	38.61	5.051	19.256	5.008	37.461	0.032	1.6	4.0	14.4	52.416	38.61	0.141	3.6	4.6	12.4	58.609	52.73	0.341	3.8	4.8	8.2	69.69	72.0	0.684	4.8	4.887	3.0	72.717	62.7	1.168	5.0	1.108	1.2	65.885	77.64	1.659	3.0	0.308	1.0	64.421	87.787
1993-04-17	0.0	1.0	2.904	15.65	15.0	5.722	13.605	29.05	34.01	34.326	34.01	32.41	4.889	15.844	5.051	33.939	0.0	1.0	1.104	18.1	44.613	32.41	0.032	1.6	4.0	14.4	52.416	38.61	0.141	3.6	4.6	12.4	58.609	52.73	0.341	3.8	4.8	8.2	69.69	72.0	0.684	4.8	4.887	3.0	72.717	62.7	1.168	5.0	1.108	1.2	65.885	77.64
1993-04-18	0.529	3.2	5.404	11.85	13.075	5.082	16.3	34.01	66.89	34.456	66.89	29.05	5.246	17.117	4.889	39.256	0.0	1.0	2.904	15.65	34.326	29.05	0.0	1.0	1.104	18.1	44.613	32.41	0.032	1.6	4.0	14.4	52.416	38.61	0.141	3.6	4.6	12.4	58.609	52.73	0.341	3.8	4.8	8.2	69.69	72.0	0.684	4.8	4.887	3.0	72.717	62.7
1993-04-19	1.729	4.2	8.204	13.35	15.725	5.109	21.942	66.89	52.91	42.776	52.91	34.01	6.871	27.416	5.246	73.761	0.529	3.2	5.404	11.85	34.456	34.01	0.0	1.0	2.904	15.65	34.326	29.05	0.0	1.0	1.104	18.1	44.613	32.41	0.032	1.6	4.0	14.4	52.416	38.61	0.141	3.6	4.6	12.4	58.609	52.73	0.341	3.8	4.8	8.2	69.69	72.0
1993-04-20	3.129	3.6	10.5	11.65	17.025	5.111	23.913	52.91	40.0	46.05	40.0	66.89	7.22	24.74	6.871	60.13	1.729	4.2	8.204	13.35	42.776	66.89	0.529	3.2	5.404	11.85	34.456	34.01	0.0	1.0	2.904	15.65	34.326	29.05	0.0	1.0	1.104	18.1	44.613	32.41	0.032	1.6	4.0	14.4	52.416	38.61	0.141	3.6	4.6	12.4	58.609	52.73
1993-04-21	3.729	3.6	9.9	11.2	18.125	5.158	25.751	40.0	37.47	49.034	37.47	52.91	7.107	22.258	7.22	47.107	3.129	3.6	10.5	11.65	46.05	52.91	1.729	4.2	8.204	13.35	42.776	66.89	0.529	3.2	5.404	11.85	34.456	34.01	0.0	1.0	2.904	15.65	34.326	29.05	0.0	1.0	1.104	18.1	44.613	32.41	0.032	1.6	4.0	14.4	52.416	38.61
1993-04-22	3.2	1.4	8.6	12.6	18.725	5.041	22.34	37.47	30.47	46.106	30.47	40.0	6.45	20.894	7.107	43.92	3.729	3.6	9.9	11.2	49.034	40.0	3.129	3.6	10.5	11.65	46.05	52.91	1.729	4.2	8.204	13.35	42.776	66.89	0.529	3.2	5.404	11.85	34.456	34.01	0.0	1.0	2.904	15.65	34.326	29.05	0.0	1.0	1.104	18.1	44.613	32.41
1993-04-23	4.2	0.5	14.0	12.9	15.5	4.588	16.79	30.47	36.89	36.878	36.89	37.47	7.9	16.837	6.45	38.37	3.2	1.4	8.6	12.6	46.106	37.47	3.729	3.6	9.9	11.2	49.034	40.0	3.129	3.6	10.5	11.65	46.05	52.91	1.729	4.2	8.204	13.35	42.776	66.89	0.529	3.2	5.404	11.85	34.456	34.01	0.0	1.0	2.904	15.65	34.326	29.05
1993-04-24	4.2	0.3	11.0	11.3	14.75	4.405	16.182	36.89	90.87	35.337	90.87	30.47	6.7	18.057	7.9	43.59	4.2	0.5	14.0	12.9	36.878	30.47	3.2	1.4	8.6	12.6	46.106	37.47	3.729	3.6	9.9	11.2	49.034	40.0	3.129	3.6	10.5	11.65	46.05	52.91	1.729	4.2	8.204	13.35	42.776	66.89	0.529	3.2	5.404	11.85	34.456	34.01
1993-04-25	7.0	0.4	10.8	10.689	21.4	6.144	18.645	90.87	85.787	46.189	85.787	36.89	7.222	34.265	6.7	98.092	4.2	0.3	11.0	11.3	35.337	36.89	4.2	0.5	14.0	12.9	36.878	30.47	3.2	1.4	8.6	12.6	46.106	37.47	3.729	3.6	9.9	11.2	49.034	40.0	3.129	3.6	10.5	11.65	46.05	52.91	1.729	4.2	8.204	13.35	42.776	66.89
1993-04-26	9.622	0.4	11.4	10.489	26.746	9.776	24.283	85.787	73.96	60.805	73.96	90.87	7.978	36.648	7.222	93.765	7.0	0.4	10.8	10.689	46.189	90.87	4.2	0.3	11.0	11.3	35.337	36.89	4.2	0.5	14.0	12.9	36.878	30.47	3.2	1.4	8.6	12.6	46.106	37.47	3.729	3.6	9.9	11.2	49.034	40.0	3.129	3.6	10.5	11.65	46.05	52.91
1993-04-27	8.6	0.3	3.0	5.689	29.671	11.682	26.24	73.96	48.21	67.593	48.21	85.787	4.397	35.388	7.978	78.357	9.622	0.4	11.4	10.489	60.805	85.787	7.0	0.4	10.8	10.689	46.189	90.87	4.2	0.3	11.0	11.3	35.337	36.89	4.2	0.5	14.0	12.9	36.878	30.47	3.2	1.4	8.6	12.6	46.106	37.47	3.729	3.6	9.9	11.2	49.034	40.0
1993-04-28	7.6	0.1	2.8	3.489	30.096	12.573	25.975	48.21	37.13	68.643	37.13	73.96	3.497	29.214	4.397	51.707	8.6	0.3	3.0	5.689	67.593	73.96	9.622	0.4	11.4	10.489	60.805	85.787	7.0	0.4	10.8	10.689	46.189	90.87	4.2	0.3	11.0	11.3	35.337	36.89	4.2	0.5	14.0	12.9	36.878	30.47	3.2	1.4	8.6	12.6	46.106	37.47
1993-04-29	4.6	0.0	1.8	1.6	22.921	11.223	22.127	37.13	31.33	56.271	31.33	48.21	2.0	23.35	3.497	39.13	7.6	0.1	2.8	3.489	68.643	48.21	8.6	0.3	3.0	5.689	67.593	73.96	9.622	0.4	11.4	10.489	60.805	85.787	7.0	0.4	10.8	10.689	46.189	90.87	4.2	0.3	11.0	11.3	35.337	36.89	4.2	0.5	14.0	12.9	36.878	30.47
1993-04-30	2.178	0.0	0.0	1.0	17.1	7.826	15.58	31.33	29.42	40.506	29.42	37.13	0.794	17.959	2.0	32.124	4.6	0.0	1.8	1.6	56.271	37.13	7.6	0.1	2.8	3.489	68.643	48.21	8.6	0.3	3.0	5.689	67.593	73.96	9.622	0.4	11.4	10.489	60.805	85.787	7.0	0.4	10.8	10.689	46.189	90.87	4.2	0.3	11.0	11.3	35.337	36.89
1993-05-01	1.2	0.0	0.0	2.0	13.8	6.081	13.202	29.42	25.83	33.082	25.83	31.33	0.8	15.626	0.794	30.22	2.178	0.0	0.0	1.0	40.506	31.33	4.6	0.0	1.8	1.6	56.271	37.13	7.6	0.1	2.8	3.489	68.643	48.21	8.6	0.3	3.0	5.689	67.593	73.96	9.622	0.4	11.4	10.489	60.805	85.787	7.0	0.4	10.8	10.689	46.189	90.87
1993-05-02	0.8	1.2	2.2	2.5	12.025	5.211	11.548	25.83	22.82	28.784	22.82	29.42	1.675	13.654	0.8	27.505	1.2	0.0	0.0	2.0	33.082	29.42	2.178	0.0	0.0	1.0	40.506	31.33	4.6	0.0	1.8	1.6	56.271	37.13	7.6	0.1	2.8	3.489	68.643	48.21	8.6	0.3	3.0	5.689	67.593	73.96	9.622	0.4	11.4	10.489	60.805	85.787
1993-05-03	0.4	1.2	2.2	2.5	10.808	4.57	10.598	22.82	21.51	25.976	21.51	25.83	1.575	12.199	1.675	24.395	0.8	1.2	2.2	2.5	28.784	25.83	1.2	0.0	0.0	2.0	33.082	29.42	2.178	0.0	0.0	1.0	40.506	31.33	4.6	0.0	1.8	1.6	56.271	37.13	7.6	0.1	2.8	3.489	68.643	48.21	8.6	0.3	3.0	5.689	67.593	73.96
1993-05-04	0.2	1.2	2.2	1.5	9.908	4.136	10.033	21.51	19.93	24.076	19.93	22.82	1.275	11.397	1.575	22.785	0.4	1.2	2.2	2.5	25.976	22.82	0.8	1.2	2.2	2.5	28.784	25.83	1.2	0.0	0.0	2.0	33.082	29.42	2.178	0.0	0.0	1.0	40.506	31.33	4.6	0.0	1.8	1.6	56.271	37.13	7.6	0.1	2.8	3.489	68.643	48.21
1993-05-05	0.2	1.2	2.2	0.5	9.188	3.794	8.835	19.93	19.06	21.817	19.06	21.51	1.025	10.437	1.275	20.955	0.2	1.2	2.2	1.5	24.076	21.51	0.4	1.2	2.2	2.5	25.976	22.82	0.8	1.2	2.2	2.5	28.784	25.83	1.2	0.0	0.0	2.0	33.082	29.42	2.178	0.0	0.0	1.0	40.506	31.33	4.6	0.0	1.8	1.6	56.271	37.13
1993-05-06	0.2	0.0	0.0	0.0	8.648	3.491	8.271	19.06	18.14	20.409	18.14	19.93	0.05	9.868	1.025	19.11	0.2	1.2	2.2	0.5	21.817	19.93	0.2	1.2	2.2	1.5	24.076	21.51	0.4	1.2	2.2	2.5	25.976	22.82	0.8	1.2	2.2	2.5	28.784	25.83	1.2	0.0	0.0	2.0	33.082	29.42	2.178	0.0	0.0	1.0	40.506	31.33
